PokemonId|s	PokedexId|s	Index|i
quagsire	national4	195
espeon	national4	196
umbreon	national4	197
murkrow	national4	198
slowking	national4	199
misdreavus	national4	200
unown	national4	201
wobbuffet	national4	202
girafarig	national4	203
pineco	national4	204
forretress	national4	205
dunsparce	national4	206
gligar	national4	207
steelix	national4	208
snubbull	national4	209
granbull	national4	210
qwilfish	national4	211
scizor	national4	212
shuckle	national4	213
heracross	national4	214
sneasel	national4	215
teddiursa	national4	216
ursaring	national4	217
slugma	national4	218
magcargo	national4	219
swinub	national4	220
piloswine	national4	221
corsola	national4	222
remoraid	national4	223
octillery	national4	224
delibird	national4	225
mantine	national4	226
skarmory	national4	227
houndour	national4	228
houndoom	national4	229
kingdra	national4	230
phanpy	national4	231
donphan	national4	232
porygon2	national4	233
stantler	national4	234
smeargle	national4	235
tyrogue	national4	236
hitmontop	national4	237
smoochum	national4	238
elekid	national4	239
magby	national4	240
miltank	national4	241
blissey	national4	242
raikou	national4	243
entei	national4	244
suicune	national4	245
larvitar	national4	246
pupitar	national4	247
tyranitar	national4	248
lugia	national4	249
ho-oh	national4	250
celebi	national4	251
treecko	national4	252
grovyle	national4	253
sceptile	national4	254
torchic	national4	255
combusken	national4	256
blaziken	national4	257
mudkip	national4	258
marshtomp	national4	259
swampert	national4	260
poochyena	national4	261
mightyena	national4	262
zigzagoon	national4	263
linoone	national4	264
wurmple	national4	265
silcoon	national4	266
beautifly	national4	267
cascoon	national4	268
dustox	national4	269
lotad	national4	270
lombre	national4	271
ludicolo	national4	272
seedot	national4	273
nuzleaf	national4	274
shiftry	national4	275
taillow	national4	276
swellow	national4	277
wingull	national4	278
pelipper	national4	279
ralts	national4	280
kirlia	national4	281
gardevoir	national4	282
surskit	national4	283
masquerain	national4	284
shroomish	national4	285
breloom	national4	286
slakoth	national4	287
vigoroth	national4	288
slaking	national4	289
nincada	national4	290
ninjask	national4	291
shedinja	national4	292
whismur	national4	293
loudred	national4	294
exploud	national4	295
makuhita	national4	296
hariyama	national4	297
azurill	national4	298
nosepass	national4	299
skitty	national4	300
delcatty	national4	301
sableye	national4	302
mawile	national4	303
aron	national4	304
lairon	national4	305
aggron	national4	306
meditite	national4	307
medicham	national4	308
electrike	national4	309
manectric	national4	310
plusle	national4	311
minun	national4	312
volbeat	national4	313
illumise	national4	314
roselia	national4	315
gulpin	national4	316
swalot	national4	317
carvanha	national4	318
sharpedo	national4	319
wailmer	national4	320
wailord	national4	321
numel	national4	322
camerupt	national4	323
torkoal	national4	324
spoink	national4	325
grumpig	national4	326
spinda	national4	327
trapinch	national4	328
vibrava	national4	329
flygon	national4	330
cacnea	national4	331
cacturne	national4	332
swablu	national4	333
altaria	national4	334
zangoose	national4	335
seviper	national4	336
lunatone	national4	337
solrock	national4	338
barboach	national4	339
whiscash	national4	340
corphish	national4	341
crawdaunt	national4	342
baltoy	national4	343
claydol	national4	344
lileep	national4	345
cradily	national4	346
anorith	national4	347
armaldo	national4	348
feebas	national4	349
milotic	national4	350
castform	national4	351
kecleon	national4	352
shuppet	national4	353
banette	national4	354
duskull	national4	355
dusclops	national4	356
tropius	national4	357
chimecho	national4	358
absol	national4	359
wynaut	national4	360
snorunt	national4	361
glalie	national4	362
spheal	national4	363
sealeo	national4	364
walrein	national4	365
clamperl	national4	366
huntail	national4	367
gorebyss	national4	368
relicanth	national4	369
luvdisc	national4	370
bagon	national4	371
shelgon	national4	372
salamence	national4	373
beldum	national4	374
metang	national4	375
metagross	national4	376
regirock	national4	377
regice	national4	378
registeel	national4	379
latias	national4	380
latios	national4	381
kyogre	national4	382
groudon	national4	383
rayquaza	national4	384
jirachi	national4	385
deoxys	national4	386
turtwig	national4	387
grotle	national4	388
torterra	national4	389
chimchar	national4	390
monferno	national4	391
infernape	national4	392
piplup	national4	393
prinplup	national4	394
empoleon	national4	395
starly	national4	396
staravia	national4	397
staraptor	national4	398
bidoof	national4	399
bibarel	national4	400
kricketot	national4	401
kricketune	national4	402
shinx	national4	403
luxio	national4	404
luxray	national4	405
budew	national4	406
roserade	national4	407
cranidos	national4	408
rampardos	national4	409
shieldon	national4	410
bastiodon	national4	411
burmy	national4	412
wormadam	national4	413
mothim	national4	414
combee	national4	415
vespiquen	national4	416
pachirisu	national4	417
buizel	national4	418
floatzel	national4	419
cherubi	national4	420
cherrim	national4	421
shellos	national4	422
gastrodon	national4	423
ambipom	national4	424
drifloon	national4	425
drifblim	national4	426
buneary	national4	427
lopunny	national4	428
mismagius	national4	429
honchkrow	national4	430
glameow	national4	431
purugly	national4	432
chingling	national4	433
stunky	national4	434
skuntank	national4	435
bronzor	national4	436
bronzong	national4	437
bonsly	national4	438
mime jr.	national4	439
happiny	national4	440
chatot	national4	441
spiritomb	national4	442
gible	national4	443
gabite	national4	444
garchomp	national4	445
munchlax	national4	446
riolu	national4	447
lucario	national4	448
hippopotas	national4	449
hippowdon	national4	450
skorupi	national4	451
drapion	national4	452
croagunk	national4	453
toxicroak	national4	454
carnivine	national4	455
finneon	national4	456
lumineon	national4	457
mantyke	national4	458
snover	national4	459
abomasnow	national4	460
weavile	national4	461
magnezone	national4	462
lickilicky	national4	463
rhyperior	national4	464
tangrowth	national4	465
electivire	national4	466
magmortar	national4	467
togekiss	national4	468
yanmega	national4	469
leafeon	national4	470
glaceon	national4	471
gliscor	national4	472
mamoswine	national4	473
porygon-z	national4	474
gallade	national4	475
probopass	national4	476
dusknoir	national4	477
froslass	national4	478
rotom	national4	479
uxie	national4	480
mesprit	national4	481
azelf	national4	482
dialga	national4	483
palkia	national4	484
heatran	national4	485
regigigas	national4	486
giratina	national4	487
cresselia	national4	488
phione	national4	489
manaphy	national4	490
darkrai	national4	491
shaymin	national4	492
arceus	national4	493
turtwig	sinnoh4	1
grotle	sinnoh4	2
torterra	sinnoh4	3
chimchar	sinnoh4	4
monferno	sinnoh4	5
infernape	sinnoh4	6
piplup	sinnoh4	7
prinplup	sinnoh4	8
empoleon	sinnoh4	9
starly	sinnoh4	10
staravia	sinnoh4	11
staraptor	sinnoh4	12
bidoof	sinnoh4	13
bibarel	sinnoh4	14
kricketot	sinnoh4	15
kricketune	sinnoh4	16
shinx	sinnoh4	17
luxio	sinnoh4	18
luxray	sinnoh4	19
abra	sinnoh4	20
kadabra	sinnoh4	21
alakazam	sinnoh4	22
magikarp	sinnoh4	23
gyarados	sinnoh4	24
budew	sinnoh4	25
roselia	sinnoh4	26
roserade	sinnoh4	27
zubat	sinnoh4	28
golbat	sinnoh4	29
crobat	sinnoh4	30
geodude	sinnoh4	31
graveler	sinnoh4	32
golem	sinnoh4	33
onix	sinnoh4	34
steelix	sinnoh4	35
cranidos	sinnoh4	36
rampardos	sinnoh4	37
shieldon	sinnoh4	38
bastiodon	sinnoh4	39
machop	sinnoh4	40
machoke	sinnoh4	41
machamp	sinnoh4	42
psyduck	sinnoh4	43
golduck	sinnoh4	44
burmy	sinnoh4	45
wormadam	sinnoh4	46
mothim	sinnoh4	47
wurmple	sinnoh4	48
silcoon	sinnoh4	49
beautifly	sinnoh4	50
cascoon	sinnoh4	51
dustox	sinnoh4	52
combee	sinnoh4	53
vespiquen	sinnoh4	54
pachirisu	sinnoh4	55
buizel	sinnoh4	56
floatzel	sinnoh4	57
cherubi	sinnoh4	58
cherrim	sinnoh4	59
shellos	sinnoh4	60
gastrodon	sinnoh4	61
heracross	sinnoh4	62
aipom	sinnoh4	63
ambipom	sinnoh4	64
drifloon	sinnoh4	65
drifblim	sinnoh4	66
buneary	sinnoh4	67
lopunny	sinnoh4	68
gastly	sinnoh4	69
haunter	sinnoh4	70
gengar	sinnoh4	71
misdreavus	sinnoh4	72
mismagius	sinnoh4	73
murkrow	sinnoh4	74
honchkrow	sinnoh4	75
glameow	sinnoh4	76
purugly	sinnoh4	77
goldeen	sinnoh4	78
seaking	sinnoh4	79
barboach	sinnoh4	80
whiscash	sinnoh4	81
chingling	sinnoh4	82
chimecho	sinnoh4	83
stunky	sinnoh4	84
skuntank	sinnoh4	85
meditite	sinnoh4	86
medicham	sinnoh4	87
bronzor	sinnoh4	88
bronzong	sinnoh4	89
ponyta	sinnoh4	90
rapidash	sinnoh4	91
bonsly	sinnoh4	92
sudowoodo	sinnoh4	93
mime jr.	sinnoh4	94
mr. mime	sinnoh4	95
happiny	sinnoh4	96
chansey	sinnoh4	97
blissey	sinnoh4	98
cleffa	sinnoh4	99
clefairy	sinnoh4	100
clefable	sinnoh4	101
chatot	sinnoh4	102
pichu	sinnoh4	103
pikachu	sinnoh4	104
raichu	sinnoh4	105
hoothoot	sinnoh4	106
noctowl	sinnoh4	107
spiritomb	sinnoh4	108
gible	sinnoh4	109
gabite	sinnoh4	110
garchomp	sinnoh4	111
munchlax	sinnoh4	112
snorlax	sinnoh4	113
