PokemonId|s	PokedexId|s	Index|i
noctowl	national2	164
ledyba	national2	165
ledian	national2	166
spinarak	national2	167
ariados	national2	168
crobat	national2	169
chinchou	national2	170
lanturn	national2	171
pichu	national2	172
cleffa	national2	173
igglybuff	national2	174
togepi	national2	175
togetic	national2	176
natu	national2	177
xatu	national2	178
mareep	national2	179
flaaffy	national2	180
ampharos	national2	181
bellossom	national2	182
marill	national2	183
azumarill	national2	184
sudowoodo	national2	185
politoed	national2	186
hoppip	national2	187
skiploom	national2	188
jumpluff	national2	189
aipom	national2	190
sunkern	national2	191
sunflora	national2	192
yanma	national2	193
wooper	national2	194
quagsire	national2	195
espeon	national2	196
umbreon	national2	197
murkrow	national2	198
slowking	national2	199
misdreavus	national2	200
unown	national2	201
wobbuffet	national2	202
girafarig	national2	203
pineco	national2	204
forretress	national2	205
dunsparce	national2	206
gligar	national2	207
steelix	national2	208
snubbull	national2	209
granbull	national2	210
qwilfish	national2	211
scizor	national2	212
shuckle	national2	213
heracross	national2	214
sneasel	national2	215
teddiursa	national2	216
ursaring	national2	217
slugma	national2	218
magcargo	national2	219
swinub	national2	220
piloswine	national2	221
corsola	national2	222
remoraid	national2	223
octillery	national2	224
delibird	national2	225
mantine	national2	226
skarmory	national2	227
houndour	national2	228
houndoom	national2	229
kingdra	national2	230
phanpy	national2	231
donphan	national2	232
porygon2	national2	233
stantler	national2	234
smeargle	national2	235
tyrogue	national2	236
hitmontop	national2	237
smoochum	national2	238
elekid	national2	239
magby	national2	240
miltank	national2	241
blissey	national2	242
raikou	national2	243
entei	national2	244
suicune	national2	245
larvitar	national2	246
pupitar	national2	247
tyranitar	national2	248
lugia	national2	249
ho-oh	national2	250
celebi	national2	251
chikorita	kanto1	1
bayleef	kanto1	2
meganium	kanto1	3
cyndaquil	kanto1	4
quilava	kanto1	5
typhlosion	kanto1	6
totodile	kanto1	7
croconaw	kanto1	8
feraligatr	kanto1	9
pidgey	kanto1	10
pidgeotto	kanto1	11
pidgeot	kanto1	12
spearow	kanto1	13
fearow	kanto1	14
hoothoot	kanto1	15
noctowl	kanto1	16
rattata	kanto1	17
raticate	kanto1	18
sentret	kanto1	19
furret	kanto1	20
pichu	kanto1	21
pikachu	kanto1	22
raichu	kanto1	23
caterpie	kanto1	24
metapod	kanto1	25
butterfree	kanto1	26
weedle	kanto1	27
kakuna	kanto1	28
beedrill	kanto1	29
ledyba	kanto1	30
ledian	kanto1	31
spinarak	kanto1	32
ariados	kanto1	33
geodude	kanto1	34
graveler	kanto1	35
golem	kanto1	36
zubat	kanto1	37
golbat	kanto1	38
crobat	kanto1	39
cleffa	kanto1	40
clefairy	kanto1	41
clefable	kanto1	42
igglybuff	kanto1	43
jigglypuff	kanto1	44
wigglytuff	kanto1	45
togepi	kanto1	46
togetic	kanto1	47
sandshrew	kanto1	48
sandslash	kanto1	49
ekans	kanto1	50
arbok	kanto1	51
dunsparce	kanto1	52
mareep	kanto1	53
flaaffy	kanto1	54
ampharos	kanto1	55
wooper	kanto1	56
quagsire	kanto1	57
gastly	kanto1	58
haunter	kanto1	59
gengar	kanto1	60
unown	kanto1	61
onix	kanto1	62
steelix	kanto1	63
bellsprout	kanto1	64
weepinbell	kanto1	65
victreebel	kanto1	66
hoppip	kanto1	67
skiploom	kanto1	68
jumpluff	kanto1	69
paras	kanto1	70
parasect	kanto1	71
poliwag	kanto1	72
poliwhirl	kanto1	73
poliwrath	kanto1	74
politoed	kanto1	75
magikarp	kanto1	76
gyarados	kanto1	77
goldeen	kanto1	78
seaking	kanto1	79
slowpoke	kanto1	80
slowbro	kanto1	81
slowking	kanto1	82
oddish	kanto1	83
gloom	kanto1	84
vileplume	kanto1	85
bellossom	kanto1	86
drowzee	kanto1	87
hypno	kanto1	88
abra	kanto1	89
kadabra	kanto1	90
alakazam	kanto1	91
ditto	kanto1	92
pineco	kanto1	93
forretress	kanto1	94
nidoran_f	kanto1	95
nidorina	kanto1	96
nidoqueen	kanto1	97
nidoran_m	kanto1	98
nidorino	kanto1	99
nidoking	kanto1	100
yanma	kanto1	101
sunkern	kanto1	102
sunflora	kanto1	103
exeggcute	kanto1	104
exeggutor	kanto1	105
sudowoodo	kanto1	106
wobbuffet	kanto1	107
venonat	kanto1	108
venomoth	kanto1	109
scyther	kanto1	110
scizor	kanto1	111
pinsir	kanto1	112
heracross	kanto1	113
koffing	kanto1	114
weezing	kanto1	115
grimer	kanto1	116
muk	kanto1	117
magnemite	kanto1	118
magneton	kanto1	119
voltorb	kanto1	120
electrode	kanto1	121
aipom	kanto1	122
snubbull	kanto1	123
granbull	kanto1	124
vulpix	kanto1	125
ninetales	kanto1	126
growlithe	kanto1	127
arcanine	kanto1	128
stantler	kanto1	129
marill	kanto1	130
azumarill	kanto1	131
diglett	kanto1	132
dugtrio	kanto1	133
mankey	kanto1	134
primeape	kanto1	135
meowth	kanto1	136
persian	kanto1	137
psyduck	kanto1	138
golduck	kanto1	139
machop	kanto1	140
machoke	kanto1	141
machamp	kanto1	142
tyrogue	kanto1	143
hitmonlee	kanto1	144
hitmonchan	kanto1	145
hitmontop	kanto1	146
girafarig	kanto1	147
tauros	kanto1	148
miltank	kanto1	149
magby	kanto1	150
magmar	kanto1	151
smoochum	kanto1	152
jynx	kanto1	153
elekid	kanto1	154
electabuzz	kanto1	155
mr. mime	kanto1	156
smeargle	kanto1	157
farfetch'd	kanto1	158
natu	kanto1	159
xatu	kanto1	160
qwilfish	kanto1	161
tentacool	kanto1	162
tentacruel	kanto1	163
krabby	kanto1	164
kingler	kanto1	165
shuckle	kanto1	166
staryu	kanto1	167
starmie	kanto1	168
shellder	kanto1	169
cloyster	kanto1	170
corsola	kanto1	171
remoraid	kanto1	172
octillery	kanto1	173
chinchou	kanto1	174
lanturn	kanto1	175
seel	kanto1	176
dewgong	kanto1	177
lickitung	kanto1	178
tangela	kanto1	179
eevee	kanto1	180
vaporeon	kanto1	181
jolteon	kanto1	182
flareon	kanto1	183
espeon	kanto1	184
umbreon	kanto1	185
horsea	kanto1	186
seadra	kanto1	187
kingdra	kanto1	188
gligar	kanto1	189
delibird	kanto1	190
swinub	kanto1	191
piloswine	kanto1	192
teddiursa	kanto1	193
ursaring	kanto1	194
phanpy	kanto1	195
donphan	kanto1	196
mantine	kanto1	197
skarmory	kanto1	198
doduo	kanto1	199
dodrio	kanto1	200
ponyta	kanto1	201
rapidash	kanto1	202
cubone	kanto1	203
marowak	kanto1	204
kangaskhan	kanto1	205
rhyhorn	kanto1	206
rhydon	kanto1	207
murkrow	kanto1	208
houndour	kanto1	209
houndoom	kanto1	210
slugma	kanto1	211
magcargo	kanto1	212
sneasel	kanto1	213
misdreavus	kanto1	214
porygon	kanto1	215
porygon2	kanto1	216
chansey	kanto1	217
blissey	kanto1	218
lapras	kanto1	219
omanyte	kanto1	220
omastar	kanto1	221
kabuto	kanto1	222
kabutops	kanto1	223
aerodactyl	kanto1	224
snorlax	kanto1	225
bulbasaur	kanto1	226
ivysaur	kanto1	227
venusaur	kanto1	228
charmander	kanto1	229
charmeleon	kanto1	230
charizard	kanto1	231
squirtle	kanto1	232
wartortle	kanto1	233
blastoise	kanto1	234
articuno	kanto1	235
zapdos	kanto1	236
moltres	kanto1	237
raikou	kanto1	238
entei	kanto1	239
suicune	kanto1	240
dratini	kanto1	241
dragonair	kanto1	242
dragonite	kanto1	243
larvitar	kanto1	244
pupitar	kanto1	245
tyranitar	kanto1	246
lugia	kanto1	247
ho-oh	kanto1	248
mewtwo	kanto1	249
mew	kanto1	250
celebi	kanto1	251
bulbasaur	national3	1
ivysaur	national3	2
venusaur	national3	3
charmander	national3	4
charmeleon	national3	5
charizard	national3	6
squirtle	national3	7
wartortle	national3	8
blastoise	national3	9
caterpie	national3	10
metapod	national3	11
butterfree	national3	12
weedle	national3	13
kakuna	national3	14
beedrill	national3	15
pidgey	national3	16
pidgeotto	national3	17
pidgeot	national3	18
rattata	national3	19
raticate	national3	20
spearow	national3	21
fearow	national3	22
ekans	national3	23
arbok	national3	24
pikachu	national3	25
raichu	national3	26
sandshrew	national3	27
sandslash	national3	28
nidoran_f	national3	29
nidorina	national3	30
nidoqueen	national3	31
nidoran_m	national3	32
nidorino	national3	33
nidoking	national3	34
clefairy	national3	35
clefable	national3	36
vulpix	national3	37
ninetales	national3	38
jigglypuff	national3	39
wigglytuff	national3	40
zubat	national3	41
golbat	national3	42
oddish	national3	43
gloom	national3	44
vileplume	national3	45
paras	national3	46
parasect	national3	47
venonat	national3	48
venomoth	national3	49
diglett	national3	50
dugtrio	national3	51
meowth	national3	52
persian	national3	53
psyduck	national3	54
golduck	national3	55
mankey	national3	56
primeape	national3	57
growlithe	national3	58
arcanine	national3	59
poliwag	national3	60
poliwhirl	national3	61
poliwrath	national3	62
abra	national3	63
kadabra	national3	64
alakazam	national3	65
machop	national3	66
machoke	national3	67
machamp	national3	68
bellsprout	national3	69
weepinbell	national3	70
victreebel	national3	71
tentacool	national3	72
tentacruel	national3	73
geodude	national3	74
graveler	national3	75
golem	national3	76
ponyta	national3	77
rapidash	national3	78
slowpoke	national3	79
slowbro	national3	80
magnemite	national3	81
magneton	national3	82
farfetch'd	national3	83
doduo	national3	84
dodrio	national3	85
seel	national3	86
dewgong	national3	87
grimer	national3	88
muk	national3	89
shellder	national3	90
cloyster	national3	91
gastly	national3	92
haunter	national3	93
gengar	national3	94
onix	national3	95
drowzee	national3	96
hypno	national3	97
krabby	national3	98
kingler	national3	99
voltorb	national3	100
electrode	national3	101
exeggcute	national3	102
exeggutor	national3	103
cubone	national3	104
marowak	national3	105
hitmonlee	national3	106
hitmonchan	national3	107
lickitung	national3	108
koffing	national3	109
weezing	national3	110
rhyhorn	national3	111
rhydon	national3	112
chansey	national3	113
tangela	national3	114
kangaskhan	national3	115
horsea	national3	116
seadra	national3	117
goldeen	national3	118
seaking	national3	119
staryu	national3	120
starmie	national3	121
mr. mime	national3	122
scyther	national3	123
jynx	national3	124
electabuzz	national3	125
magmar	national3	126
pinsir	national3	127
tauros	national3	128
magikarp	national3	129
gyarados	national3	130
lapras	national3	131
ditto	national3	132
eevee	national3	133
vaporeon	national3	134
jolteon	national3	135
flareon	national3	136
porygon	national3	137
omanyte	national3	138
omastar	national3	139
kabuto	national3	140
kabutops	national3	141
aerodactyl	national3	142
snorlax	national3	143
articuno	national3	144
zapdos	national3	145
moltres	national3	146
dratini	national3	147
dragonair	national3	148
dragonite	national3	149
mewtwo	national3	150
mew	national3	151
chikorita	national3	152
bayleef	national3	153
meganium	national3	154
cyndaquil	national3	155
quilava	national3	156
typhlosion	national3	157
totodile	national3	158
croconaw	national3	159
feraligatr	national3	160
sentret	national3	161
furret	national3	162
hoothoot	national3	163
noctowl	national3	164
ledyba	national3	165
ledian	national3	166
spinarak	national3	167
ariados	national3	168
crobat	national3	169
chinchou	national3	170
lanturn	national3	171
pichu	national3	172
cleffa	national3	173
igglybuff	national3	174
togepi	national3	175
togetic	national3	176
natu	national3	177
xatu	national3	178
mareep	national3	179
flaaffy	national3	180
ampharos	national3	181
bellossom	national3	182
marill	national3	183
azumarill	national3	184
sudowoodo	national3	185
politoed	national3	186
hoppip	national3	187
skiploom	national3	188
jumpluff	national3	189
aipom	national3	190
sunkern	national3	191
sunflora	national3	192
yanma	national3	193
wooper	national3	194
quagsire	national3	195
espeon	national3	196
umbreon	national3	197
murkrow	national3	198
slowking	national3	199
misdreavus	national3	200
unown	national3	201
wobbuffet	national3	202
girafarig	national3	203
pineco	national3	204
forretress	national3	205
dunsparce	national3	206
gligar	national3	207
steelix	national3	208
snubbull	national3	209
granbull	national3	210
qwilfish	national3	211
scizor	national3	212
shuckle	national3	213
heracross	national3	214
sneasel	national3	215
teddiursa	national3	216
ursaring	national3	217
slugma	national3	218
magcargo	national3	219
swinub	national3	220
piloswine	national3	221
corsola	national3	222
remoraid	national3	223
octillery	national3	224
delibird	national3	225
mantine	national3	226
skarmory	national3	227
houndour	national3	228
houndoom	national3	229
kingdra	national3	230
phanpy	national3	231
donphan	national3	232
porygon2	national3	233
stantler	national3	234
smeargle	national3	235
tyrogue	national3	236
hitmontop	national3	237
smoochum	national3	238
elekid	national3	239
magby	national3	240
miltank	national3	241
blissey	national3	242
raikou	national3	243
entei	national3	244
suicune	national3	245
larvitar	national3	246
pupitar	national3	247
tyranitar	national3	248
lugia	national3	249
ho-oh	national3	250
celebi	national3	251
treecko	national3	252
grovyle	national3	253
sceptile	national3	254
torchic	national3	255
combusken	national3	256
blaziken	national3	257
mudkip	national3	258
marshtomp	national3	259
swampert	national3	260
poochyena	national3	261
mightyena	national3	262
zigzagoon	national3	263
linoone	national3	264
wurmple	national3	265
silcoon	national3	266
beautifly	national3	267
cascoon	national3	268
dustox	national3	269
lotad	national3	270
lombre	national3	271
ludicolo	national3	272
seedot	national3	273
nuzleaf	national3	274
shiftry	national3	275
taillow	national3	276
swellow	national3	277
wingull	national3	278
pelipper	national3	279
ralts	national3	280
kirlia	national3	281
gardevoir	national3	282
surskit	national3	283
masquerain	national3	284
shroomish	national3	285
breloom	national3	286
slakoth	national3	287
vigoroth	national3	288
slaking	national3	289
nincada	national3	290
ninjask	national3	291
shedinja	national3	292
whismur	national3	293
loudred	national3	294
exploud	national3	295
makuhita	national3	296
hariyama	national3	297
azurill	national3	298
nosepass	national3	299
skitty	national3	300
delcatty	national3	301
sableye	national3	302
mawile	national3	303
aron	national3	304
lairon	national3	305
aggron	national3	306
meditite	national3	307
medicham	national3	308
electrike	national3	309
manectric	national3	310
plusle	national3	311
minun	national3	312
volbeat	national3	313
illumise	national3	314
roselia	national3	315
gulpin	national3	316
swalot	national3	317
carvanha	national3	318
sharpedo	national3	319
wailmer	national3	320
wailord	national3	321
numel	national3	322
camerupt	national3	323
torkoal	national3	324
spoink	national3	325
grumpig	national3	326
spinda	national3	327
trapinch	national3	328
vibrava	national3	329
flygon	national3	330
cacnea	national3	331
cacturne	national3	332
swablu	national3	333
altaria	national3	334
zangoose	national3	335
seviper	national3	336
lunatone	national3	337
solrock	national3	338
barboach	national3	339
whiscash	national3	340
corphish	national3	341
crawdaunt	national3	342
baltoy	national3	343
claydol	national3	344
lileep	national3	345
cradily	national3	346
