PokemonId|s	PokedexId|s	Index|i
meditite	newsinnoh4	86
medicham	newsinnoh4	87
bronzor	newsinnoh4	88
bronzong	newsinnoh4	89
ponyta	newsinnoh4	90
rapidash	newsinnoh4	91
bonsly	newsinnoh4	92
sudowoodo	newsinnoh4	93
mime jr.	newsinnoh4	94
mr. mime	newsinnoh4	95
happiny	newsinnoh4	96
chansey	newsinnoh4	97
blissey	newsinnoh4	98
cleffa	newsinnoh4	99
clefairy	newsinnoh4	100
clefable	newsinnoh4	101
chatot	newsinnoh4	102
pichu	newsinnoh4	103
pikachu	newsinnoh4	104
raichu	newsinnoh4	105
hoothoot	newsinnoh4	106
noctowl	newsinnoh4	107
spiritomb	newsinnoh4	108
gible	newsinnoh4	109
gabite	newsinnoh4	110
garchomp	newsinnoh4	111
munchlax	newsinnoh4	112
snorlax	newsinnoh4	113
unown	newsinnoh4	114
riolu	newsinnoh4	115
lucario	newsinnoh4	116
wooper	newsinnoh4	117
quagsire	newsinnoh4	118
wingull	newsinnoh4	119
pelipper	newsinnoh4	120
girafarig	newsinnoh4	121
hippopotas	newsinnoh4	122
hippowdon	newsinnoh4	123
azurill	newsinnoh4	124
marill	newsinnoh4	125
azumarill	newsinnoh4	126
skorupi	newsinnoh4	127
drapion	newsinnoh4	128
croagunk	newsinnoh4	129
toxicroak	newsinnoh4	130
carnivine	newsinnoh4	131
remoraid	newsinnoh4	132
octillery	newsinnoh4	133
finneon	newsinnoh4	134
lumineon	newsinnoh4	135
tentacool	newsinnoh4	136
tentacruel	newsinnoh4	137
feebas	newsinnoh4	138
milotic	newsinnoh4	139
mantyke	newsinnoh4	140
mantine	newsinnoh4	141
snover	newsinnoh4	142
abomasnow	newsinnoh4	143
sneasel	newsinnoh4	144
weavile	newsinnoh4	145
uxie	newsinnoh4	146
mesprit	newsinnoh4	147
azelf	newsinnoh4	148
dialga	newsinnoh4	149
palkia	newsinnoh4	150
manaphy	newsinnoh4	151
rotom	newsinnoh4	152
gligar	newsinnoh4	153
gliscor	newsinnoh4	154
nosepass	newsinnoh4	155
probopass	newsinnoh4	156
ralts	newsinnoh4	157
kirlia	newsinnoh4	158
gardevoir	newsinnoh4	159
gallade	newsinnoh4	160
lickitung	newsinnoh4	161
lickilicky	newsinnoh4	162
eevee	newsinnoh4	163
vaporeon	newsinnoh4	164
jolteon	newsinnoh4	165
flareon	newsinnoh4	166
espeon	newsinnoh4	167
umbreon	newsinnoh4	168
leafeon	newsinnoh4	169
glaceon	newsinnoh4	170
swablu	newsinnoh4	171
altaria	newsinnoh4	172
togepi	newsinnoh4	173
togetic	newsinnoh4	174
togekiss	newsinnoh4	175
houndour	newsinnoh4	176
houndoom	newsinnoh4	177
magnemite	newsinnoh4	178
magneton	newsinnoh4	179
magnezone	newsinnoh4	180
tangela	newsinnoh4	181
tangrowth	newsinnoh4	182
yanma	newsinnoh4	183
yanmega	newsinnoh4	184
tropius	newsinnoh4	185
rhyhorn	newsinnoh4	186
rhydon	newsinnoh4	187
rhyperior	newsinnoh4	188
duskull	newsinnoh4	189
dusclops	newsinnoh4	190
dusknoir	newsinnoh4	191
porygon	newsinnoh4	192
porygon2	newsinnoh4	193
porygon-z	newsinnoh4	194
scyther	newsinnoh4	195
scizor	newsinnoh4	196
elekid	newsinnoh4	197
electabuzz	newsinnoh4	198
electivire	newsinnoh4	199
magby	newsinnoh4	200
magmar	newsinnoh4	201
magmortar	newsinnoh4	202
swinub	newsinnoh4	203
piloswine	newsinnoh4	204
mamoswine	newsinnoh4	205
snorunt	newsinnoh4	206
glalie	newsinnoh4	207
froslass	newsinnoh4	208
absol	newsinnoh4	209
giratina	newsinnoh4	210
chikorita	johto4	1
bayleef	johto4	2
meganium	johto4	3
cyndaquil	johto4	4
quilava	johto4	5
typhlosion	johto4	6
totodile	johto4	7
croconaw	johto4	8
feraligatr	johto4	9
pidgey	johto4	10
pidgeotto	johto4	11
pidgeot	johto4	12
spearow	johto4	13
fearow	johto4	14
hoothoot	johto4	15
noctowl	johto4	16
rattata	johto4	17
raticate	johto4	18
sentret	johto4	19
furret	johto4	20
pichu	johto4	21
pikachu	johto4	22
raichu	johto4	23
caterpie	johto4	24
metapod	johto4	25
butterfree	johto4	26
weedle	johto4	27
kakuna	johto4	28
beedrill	johto4	29
ledyba	johto4	30
ledian	johto4	31
spinarak	johto4	32
ariados	johto4	33
geodude	johto4	34
graveler	johto4	35
golem	johto4	36
zubat	johto4	37
golbat	johto4	38
crobat	johto4	39
cleffa	johto4	40
clefairy	johto4	41
clefable	johto4	42
igglybuff	johto4	43
jigglypuff	johto4	44
wigglytuff	johto4	45
togepi	johto4	46
togetic	johto4	47
sandshrew	johto4	48
sandslash	johto4	49
ekans	johto4	50
arbok	johto4	51
dunsparce	johto4	52
mareep	johto4	53
flaaffy	johto4	54
ampharos	johto4	55
wooper	johto4	56
quagsire	johto4	57
gastly	johto4	58
haunter	johto4	59
gengar	johto4	60
unown	johto4	61
onix	johto4	62
steelix	johto4	63
bellsprout	johto4	64
weepinbell	johto4	65
victreebel	johto4	66
hoppip	johto4	67
skiploom	johto4	68
jumpluff	johto4	69
paras	johto4	70
parasect	johto4	71
poliwag	johto4	72
poliwhirl	johto4	73
poliwrath	johto4	74
politoed	johto4	75
magikarp	johto4	76
gyarados	johto4	77
goldeen	johto4	78
seaking	johto4	79
slowpoke	johto4	80
slowbro	johto4	81
slowking	johto4	82
oddish	johto4	83
gloom	johto4	84
vileplume	johto4	85
bellossom	johto4	86
drowzee	johto4	87
hypno	johto4	88
abra	johto4	89
kadabra	johto4	90
alakazam	johto4	91
ditto	johto4	92
pineco	johto4	93
forretress	johto4	94
nidoran_f	johto4	95
nidorina	johto4	96
nidoqueen	johto4	97
nidoran_m	johto4	98
nidorino	johto4	99
nidoking	johto4	100
yanma	johto4	101
yanmega	johto4	102
sunkern	johto4	103
sunflora	johto4	104
exeggcute	johto4	105
exeggutor	johto4	106
sudowoodo	johto4	107
wobbuffet	johto4	108
venonat	johto4	109
venomoth	johto4	110
scyther	johto4	111
scizor	johto4	112
pinsir	johto4	113
heracross	johto4	114
koffing	johto4	115
weezing	johto4	116
grimer	johto4	117
muk	johto4	118
magnemite	johto4	119
magneton	johto4	120
voltorb	johto4	121
electrode	johto4	122
aipom	johto4	123
ambipom	johto4	124
snubbull	johto4	125
granbull	johto4	126
vulpix	johto4	127
ninetales	johto4	128
growlithe	johto4	129
arcanine	johto4	130
stantler	johto4	131
marill	johto4	132
azumarill	johto4	133
diglett	johto4	134
dugtrio	johto4	135
mankey	johto4	136
primeape	johto4	137
meowth	johto4	138
persian	johto4	139
psyduck	johto4	140
golduck	johto4	141
machop	johto4	142
machoke	johto4	143
machamp	johto4	144
tyrogue	johto4	145
hitmonlee	johto4	146
hitmonchan	johto4	147
hitmontop	johto4	148
girafarig	johto4	149
tauros	johto4	150
miltank	johto4	151
magby	johto4	152
magmar	johto4	153
smoochum	johto4	154
jynx	johto4	155
elekid	johto4	156
electabuzz	johto4	157
mr. mime	johto4	158
smeargle	johto4	159
farfetch'd	johto4	160
natu	johto4	161
xatu	johto4	162
qwilfish	johto4	163
tentacool	johto4	164
tentacruel	johto4	165
krabby	johto4	166
kingler	johto4	167
shuckle	johto4	168
staryu	johto4	169
starmie	johto4	170
shellder	johto4	171
cloyster	johto4	172
corsola	johto4	173
remoraid	johto4	174
octillery	johto4	175
chinchou	johto4	176
lanturn	johto4	177
seel	johto4	178
dewgong	johto4	179
lickitung	johto4	180
lickilicky	johto4	181
tangela	johto4	182
tangrowth	johto4	183
eevee	johto4	184
vaporeon	johto4	185
jolteon	johto4	186
flareon	johto4	187
espeon	johto4	188
umbreon	johto4	189
horsea	johto4	190
seadra	johto4	191
kingdra	johto4	192
gligar	johto4	193
delibird	johto4	194
swinub	johto4	195
piloswine	johto4	196
mamoswine	johto4	197
teddiursa	johto4	198
ursaring	johto4	199
phanpy	johto4	200
donphan	johto4	201
mantine	johto4	202
skarmory	johto4	203
doduo	johto4	204
dodrio	johto4	205
ponyta	johto4	206
rapidash	johto4	207
cubone	johto4	208
marowak	johto4	209
kangaskhan	johto4	210
rhyhorn	johto4	211
rhydon	johto4	212
murkrow	johto4	213
houndour	johto4	214
houndoom	johto4	215
slugma	johto4	216
magcargo	johto4	217
sneasel	johto4	218
misdreavus	johto4	219
porygon	johto4	220
porygon2	johto4	221
chansey	johto4	222
blissey	johto4	223
lapras	johto4	224
omanyte	johto4	225
omastar	johto4	226
kabuto	johto4	227
kabutops	johto4	228
aerodactyl	johto4	229
snorlax	johto4	230
bulbasaur	johto4	231
ivysaur	johto4	232
venusaur	johto4	233
charmander	johto4	234
charmeleon	johto4	235
charizard	johto4	236
squirtle	johto4	237
wartortle	johto4	238
blastoise	johto4	239
articuno	johto4	240
zapdos	johto4	241
moltres	johto4	242
raikou	johto4	243
entei	johto4	244
suicune	johto4	245
dratini	johto4	246
dragonair	johto4	247
dragonite	johto4	248
larvitar	johto4	249
pupitar	johto4	250
tyranitar	johto4	251
lugia	johto4	252
ho-oh	johto4	253
mewtwo	johto4	254
mew	johto4	255
celebi	johto4	256
bulbasaur	national5	1
ivysaur	national5	2
venusaur	national5	3
charmander	national5	4
charmeleon	national5	5
charizard	national5	6
squirtle	national5	7
wartortle	national5	8
blastoise	national5	9
caterpie	national5	10
metapod	national5	11
butterfree	national5	12
weedle	national5	13
kakuna	national5	14
beedrill	national5	15
pidgey	national5	16
pidgeotto	national5	17
pidgeot	national5	18
rattata	national5	19
raticate	national5	20
spearow	national5	21
fearow	national5	22
ekans	national5	23
arbok	national5	24
pikachu	national5	25
raichu	national5	26
sandshrew	national5	27
sandslash	national5	28
nidoran_f	national5	29
nidorina	national5	30
nidoqueen	national5	31
nidoran_m	national5	32
nidorino	national5	33
nidoking	national5	34
clefairy	national5	35
clefable	national5	36
vulpix	national5	37
ninetales	national5	38
jigglypuff	national5	39
wigglytuff	national5	40
zubat	national5	41
golbat	national5	42
oddish	national5	43
gloom	national5	44
vileplume	national5	45
paras	national5	46
parasect	national5	47
venonat	national5	48
venomoth	national5	49
diglett	national5	50
dugtrio	national5	51
meowth	national5	52
persian	national5	53
psyduck	national5	54
golduck	national5	55
mankey	national5	56
primeape	national5	57
growlithe	national5	58
arcanine	national5	59
poliwag	national5	60
poliwhirl	national5	61
poliwrath	national5	62
abra	national5	63
kadabra	national5	64
alakazam	national5	65
machop	national5	66
machoke	national5	67
machamp	national5	68
bellsprout	national5	69
weepinbell	national5	70
victreebel	national5	71
tentacool	national5	72
tentacruel	national5	73
geodude	national5	74
graveler	national5	75
golem	national5	76
ponyta	national5	77
rapidash	national5	78
slowpoke	national5	79
slowbro	national5	80
magnemite	national5	81
magneton	national5	82
farfetch'd	national5	83
doduo	national5	84
dodrio	national5	85
seel	national5	86
dewgong	national5	87
grimer	national5	88
muk	national5	89
shellder	national5	90
cloyster	national5	91
gastly	national5	92
haunter	national5	93
gengar	national5	94
onix	national5	95
drowzee	national5	96
hypno	national5	97
krabby	national5	98
kingler	national5	99
voltorb	national5	100
electrode	national5	101
exeggcute	national5	102
exeggutor	national5	103
cubone	national5	104
marowak	national5	105
hitmonlee	national5	106
hitmonchan	national5	107
lickitung	national5	108
koffing	national5	109
weezing	national5	110
rhyhorn	national5	111
rhydon	national5	112
chansey	national5	113
tangela	national5	114
kangaskhan	national5	115
horsea	national5	116
seadra	national5	117
goldeen	national5	118
seaking	national5	119
staryu	national5	120
starmie	national5	121
mr. mime	national5	122
scyther	national5	123
jynx	national5	124
electabuzz	national5	125
magmar	national5	126
pinsir	national5	127
tauros	national5	128
magikarp	national5	129
gyarados	national5	130
lapras	national5	131
ditto	national5	132
eevee	national5	133
vaporeon	national5	134
jolteon	national5	135
flareon	national5	136
porygon	national5	137
omanyte	national5	138
omastar	national5	139
kabuto	national5	140
kabutops	national5	141
aerodactyl	national5	142
snorlax	national5	143
articuno	national5	144
zapdos	national5	145
moltres	national5	146
dratini	national5	147
dragonair	national5	148
dragonite	national5	149
mewtwo	national5	150
mew	national5	151
chikorita	national5	152
bayleef	national5	153
meganium	national5	154
cyndaquil	national5	155
quilava	national5	156
typhlosion	national5	157
totodile	national5	158
croconaw	national5	159
feraligatr	national5	160
sentret	national5	161
furret	national5	162
hoothoot	national5	163
noctowl	national5	164
ledyba	national5	165
ledian	national5	166
spinarak	national5	167
ariados	national5	168
crobat	national5	169
chinchou	national5	170
lanturn	national5	171
pichu	national5	172
cleffa	national5	173
igglybuff	national5	174
togepi	national5	175
togetic	national5	176
natu	national5	177
xatu	national5	178
mareep	national5	179
flaaffy	national5	180
ampharos	national5	181
bellossom	national5	182
marill	national5	183
azumarill	national5	184
sudowoodo	national5	185
politoed	national5	186
hoppip	national5	187
skiploom	national5	188
jumpluff	national5	189
aipom	national5	190
sunkern	national5	191
sunflora	national5	192
yanma	national5	193
wooper	national5	194
quagsire	national5	195
espeon	national5	196
umbreon	national5	197
murkrow	national5	198
slowking	national5	199
misdreavus	national5	200
unown	national5	201
wobbuffet	national5	202
girafarig	national5	203
pineco	national5	204
forretress	national5	205
dunsparce	national5	206
gligar	national5	207
steelix	national5	208
snubbull	national5	209
granbull	national5	210
qwilfish	national5	211
scizor	national5	212
shuckle	national5	213
heracross	national5	214
sneasel	national5	215
teddiursa	national5	216
ursaring	national5	217
slugma	national5	218
magcargo	national5	219
swinub	national5	220
piloswine	national5	221
corsola	national5	222
remoraid	national5	223
octillery	national5	224
delibird	national5	225
mantine	national5	226
skarmory	national5	227
houndour	national5	228
houndoom	national5	229
kingdra	national5	230
phanpy	national5	231
donphan	national5	232
porygon2	national5	233
stantler	national5	234
smeargle	national5	235
tyrogue	national5	236
hitmontop	national5	237
smoochum	national5	238
elekid	national5	239
magby	national5	240
miltank	national5	241
blissey	national5	242
raikou	national5	243
entei	national5	244
suicune	national5	245
larvitar	national5	246
pupitar	national5	247
tyranitar	national5	248
lugia	national5	249
ho-oh	national5	250
celebi	national5	251
treecko	national5	252
grovyle	national5	253
sceptile	national5	254
torchic	national5	255
combusken	national5	256
blaziken	national5	257
mudkip	national5	258
marshtomp	national5	259
swampert	national5	260
poochyena	national5	261
mightyena	national5	262
zigzagoon	national5	263
linoone	national5	264
wurmple	national5	265
silcoon	national5	266
beautifly	national5	267
cascoon	national5	268
dustox	national5	269
lotad	national5	270
lombre	national5	271
ludicolo	national5	272
seedot	national5	273
nuzleaf	national5	274
shiftry	national5	275
taillow	national5	276
swellow	national5	277
wingull	national5	278
pelipper	national5	279
ralts	national5	280
kirlia	national5	281
gardevoir	national5	282
surskit	national5	283
masquerain	national5	284
shroomish	national5	285
breloom	national5	286
slakoth	national5	287
vigoroth	national5	288
slaking	national5	289
nincada	national5	290
ninjask	national5	291
shedinja	national5	292
whismur	national5	293
loudred	national5	294
exploud	national5	295
makuhita	national5	296
hariyama	national5	297
azurill	national5	298
nosepass	national5	299
skitty	national5	300
delcatty	national5	301
sableye	national5	302
mawile	national5	303
aron	national5	304
lairon	national5	305
aggron	national5	306
meditite	national5	307
medicham	national5	308
electrike	national5	309
manectric	national5	310
plusle	national5	311
minun	national5	312
volbeat	national5	313
illumise	national5	314
roselia	national5	315
gulpin	national5	316
swalot	national5	317
carvanha	national5	318
sharpedo	national5	319
wailmer	national5	320
wailord	national5	321
numel	national5	322
camerupt	national5	323
torkoal	national5	324
spoink	national5	325
grumpig	national5	326
spinda	national5	327
trapinch	national5	328
vibrava	national5	329
flygon	national5	330
cacnea	national5	331
cacturne	national5	332
swablu	national5	333
altaria	national5	334
zangoose	national5	335
seviper	national5	336
lunatone	national5	337
solrock	national5	338
barboach	national5	339
whiscash	national5	340
corphish	national5	341
crawdaunt	national5	342
baltoy	national5	343
claydol	national5	344
lileep	national5	345
cradily	national5	346
anorith	national5	347
armaldo	national5	348
feebas	national5	349
milotic	national5	350
castform	national5	351
kecleon	national5	352
shuppet	national5	353
banette	national5	354
duskull	national5	355
dusclops	national5	356
tropius	national5	357
chimecho	national5	358
absol	national5	359
wynaut	national5	360
snorunt	national5	361
glalie	national5	362
spheal	national5	363
sealeo	national5	364
walrein	national5	365
clamperl	national5	366
huntail	national5	367
gorebyss	national5	368
relicanth	national5	369
luvdisc	national5	370
bagon	national5	371
shelgon	national5	372
salamence	national5	373
beldum	national5	374
metang	national5	375
metagross	national5	376
regirock	national5	377
regice	national5	378
registeel	national5	379
latias	national5	380
latios	national5	381
kyogre	national5	382
groudon	national5	383
rayquaza	national5	384
jirachi	national5	385
deoxys	national5	386
turtwig	national5	387
grotle	national5	388
torterra	national5	389
chimchar	national5	390
monferno	national5	391
infernape	national5	392
piplup	national5	393
prinplup	national5	394
empoleon	national5	395
starly	national5	396
staravia	national5	397
staraptor	national5	398
bidoof	national5	399
bibarel	national5	400
kricketot	national5	401
kricketune	national5	402
shinx	national5	403
luxio	national5	404
luxray	national5	405
budew	national5	406
roserade	national5	407
cranidos	national5	408
rampardos	national5	409
shieldon	national5	410
bastiodon	national5	411
burmy	national5	412
wormadam	national5	413
mothim	national5	414
combee	national5	415
vespiquen	national5	416
pachirisu	national5	417
buizel	national5	418
floatzel	national5	419
cherubi	national5	420
cherrim	national5	421
shellos	national5	422
gastrodon	national5	423
ambipom	national5	424
drifloon	national5	425
drifblim	national5	426
buneary	national5	427
lopunny	national5	428
mismagius	national5	429
honchkrow	national5	430
glameow	national5	431
purugly	national5	432
chingling	national5	433
stunky	national5	434
skuntank	national5	435
bronzor	national5	436
bronzong	national5	437
bonsly	national5	438
mime jr.	national5	439
happiny	national5	440
chatot	national5	441
spiritomb	national5	442
gible	national5	443
gabite	national5	444
garchomp	national5	445
munchlax	national5	446
riolu	national5	447
lucario	national5	448
hippopotas	national5	449
hippowdon	national5	450
skorupi	national5	451
drapion	national5	452
croagunk	national5	453
toxicroak	national5	454
carnivine	national5	455
finneon	national5	456
lumineon	national5	457
mantyke	national5	458
snover	national5	459
abomasnow	national5	460
weavile	national5	461
magnezone	national5	462
lickilicky	national5	463
rhyperior	national5	464
tangrowth	national5	465
electivire	national5	466
magmortar	national5	467
togekiss	national5	468
yanmega	national5	469
leafeon	national5	470
glaceon	national5	471
gliscor	national5	472
mamoswine	national5	473
porygon-z	national5	474
gallade	national5	475
probopass	national5	476
dusknoir	national5	477
froslass	national5	478
rotom	national5	479
uxie	national5	480
mesprit	national5	481
azelf	national5	482
dialga	national5	483
palkia	national5	484
heatran	national5	485
regigigas	national5	486
giratina	national5	487
cresselia	national5	488
phione	national5	489
manaphy	national5	490
darkrai	national5	491
shaymin	national5	492
arceus	national5	493
victini	national5	494
snivy	national5	495
